customer_id,first_name,last_name,birth_date,gender,city,signup_date
433,Claudine,François,1957-11-14,F,Constantine,2025-12-16
434,Marguerite,Weber,2007-05-16,F,Oran,2023-06-02
435,Rémy,Cousin,1976-07-15,M,Oran,2025-10-27
436,Thibaut,Perret,1956-04-30,M,Oran,2026-06-17
437,Céline,Bègue,1987-10-12,F,Alger,2023-06-23
438,Gabrielle,Perret,1976-05-31,F,Annaba,2021-08-13
439,Gabriel,Pasquier,1969-12-30,M,Blida,2024-05-19
440,Michel,Alexandre,1974-05-22,M,Blida,2023-11-13
441,Brigitte,Bouvier,1975-01-01,F,Oran,2022-05-07
442,Xavier,Adam,1972-01-05,M,Constantine,2025-10-30
443,Denis,Torres,2003-04-15,M,Blida,2025-04-07
444,Arthur,Robin,1998-02-01,M,Annaba,2024-12-21
445,Benjamin,Lesage,1956-03-07,M,Constantine,2021-06-23
446,Michelle,Dumont,1982-05-23,F,Alger,2026-02-27
447,Théodore,Guilbert,1982-09-10,M,Oran,2025-10-25
448,Chantal,Bouchet,1970-10-31,F,Setif,2025-09-07
449,Pauline,Mace,1953-08-11,F,Alger,2025-07-18
450,Guy,Brunel,1968-06-26,M,Oran,2022-12-05
451,Caroline,Verdier,1979-08-07,F,Setif,2025-01-22
452,Denis,Descamps,1978-02-28,M,Constantine,2022-03-10
453,Bernard,Marty,1998-11-11,M,Constantine,2025-06-29
454,Julien,Noël,1994-02-22,M,Constantine,2024-06-24
455,Hélène,Gilbert,1998-11-07,F,Blida,2024-09-26
456,Thierry,Bonneau,1989-02-24,M,Alger,2022-04-13
457,Roger,Michel,1985-05-22,M,Oran,2024-12-09
458,Vincent,Lemonnier,1965-12-02,M,Blida,2022-02-26
459,Éric,Maillard,1990-09-24,M,Oran,2023-03-20
460,Honoré,Maillot,1970-09-07,M,Annaba,2022-09-19
461,Éric,Meunier,1982-12-16,M,Blida,2026-07-17
462,Noémi,Muller,1958-10-06,F,Annaba,2026-01-13
463,Alix,Robin,1993-03-16,F,Setif,2024-07-18
464,Franck,Mallet,1974-08-10,M,Constantine,2021-10-07
465,Marianne,Barbier,1971-10-09,F,Constantine,2024-05-25
466,Marguerite,Diallo,2004-05-03,F,Annaba,2021-08-19
467,Aurélie,Roux,1959-07-19,F,Annaba,2021-10-31
468,Anaïs,Parent,1955-04-30,F,Constantine,2026-01-26
469,Matthieu,Peltier,1974-11-05,M,Alger,2025-02-19
470,Simone,Legros,1966-04-01,F,Alger,2022-01-05
471,Céline,Barre,1975-03-08,F,Constantine,2021-06-18
472,Lorraine,Potier,1989-05-08,F,Annaba,2023-02-11
473,Véronique,Laine,1988-09-14,F,Annaba,2026-05-03
474,Alphonse,Vasseur,1973-03-16,M,Alger,2026-01-20
475,Théophile,Lefèvre,1951-02-12,M,Oran,2021-12-12
476,Henri,Lecomte,1994-06-01,M,Alger,2023-10-12
477,Joséphine,Charpentier,1969-05-19,F,Constantine,2022-10-13
478,Adèle,Mahe,1993-04-04,F,Oran,2024-03-04
479,Diane,Dumont,1972-05-07,F,Constantine,2024-10-17
480,Gabriel,Charrier,1982-07-11,M,Setif,2024-10-02
481,Xavier,Monnier,1954-10-14,M,Oran,2022-01-23
482,Alice,Nguyen,1951-09-30,F,Oran,2023-10-30
483,Auguste,Bouvier,1983-06-30,M,Oran,2021-11-30
484,Sébastien,Lebon,1991-02-13,M,Oran,2024-06-24
485,Patricia,Charpentier,1957-03-29,F,Blida,2021-12-14
486,Aimée,Germain,1960-06-22,F,Annaba,2025-03-23
487,Suzanne,Blot,2003-02-07,F,Blida,2022-01-18
488,Aurore,Nguyen,1998-10-24,F,Annaba,2025-01-22
489,Gérard,Nguyen,1984-03-29,M,Oran,2024-06-19
490,Rémy,Chevalier,1973-03-27,M,Blida,2024-10-31
491,Marcelle,Vallet,1970-01-11,F,Blida,2023-07-17
492,Jacques,Merle,1960-04-05,M,Blida,2021-11-13
493,Dominique,Couturier,1957-03-05,F,Alger,2021-06-04
494,Dominique,Leclercq,2002-04-25,F,Annaba,2022-06-21
495,Marine,Marty,1992-02-20,F,Blida,2022-10-27
496,Tristan,Caron,1964-02-22,M,Setif,2022-11-10
497,Claudine,Boucher,1961-12-03,F,Alger,2025-08-10
498,Colette,Samson,1993-12-12,F,Setif,2023-08-31
499,Astrid,Schmitt,2004-11-24,F,Annaba,2024-03-13
500,Virginie,Barthelemy,1993-09-05,F,Blida,2023-09-07
